clue_id,player_id,answer,wager,is_correct
124064,4365,Who is Porsche,2000,1
124064,4372,Who is Mercedes?,100,0
124124,4374,What is Poet Laureate,3300,1
124124,4372,What is Prime min of Scotland,0,0
124124,4373,What is Poet Laureate,1500,1
124185,4375,"What is Upstairs, Downstairs",4300,1
124185,4373,What was The Honeymooners,5000,0
124185,4376,What is The Honeymooners?,4701,0
124244,4377,What is Greatest Snow on Earth?,1400,1
124244,4375,What is Greatest Snow on Earth,799,1
124244,4378,What is Shop,2901,0
124305,4379,Who is Mark Twain,1400,0
124305,4380,Who Pokey Reese,100,0
124305,4375,Who is Melville,1299,1
124366,4382,What is Three Penny Opera,2399,0
124366,4381,What is -- Pompei?,2500,0
124366,4375,What is Aida,1799,1
124417,4383,What is (beer?) wine?,300,0
124417,4375,What is wine,5000,0
124472,4387,What is Du Pont?,2199,0
124472,4385,What is Getty?,2600,0
124472,4386,What is Pinewood?,100,0
124533,4389,Who is Malibu?,2500,0
124533,4388,Who is Malibu,3900,0
124533,4386,Who is Venice?,200,0
124589,4391,What is Mad About You?,2198,1
124589,4386,What is Seinfeld?,2600,0
124589,4390,What is (Seinfeild),1969,0
124648,4393,What is hockey?,5800,0
124648,4392,What is soccer?,3110,1
124709,4395,What is German?,2500,0
124709,4394,What is Esperanto?,5600,0
124709,4392,What is German?,920,0
124768,4392,What is the Dead Sea Scrolls?,3977,0
124768,4396,What is the Shroud of Turin,3501,1
124768,4028,What is the Shroud of Turin?,3501,1
124829,4399,What are the Muses + the Fates,5800,0
124829,4397,What are the Muses & the Fates,7599,0
124829,4398,What are the muses + the fates,7001,0
124886,4400,Who are Adams & Jefferson,3500,0
124886,4398,Who were James Madison & James Monroe?,4400,1
124886,4401,Who were Madison + Monroe?,301,1
124947,4402,What is Six Shooter,4000,0
124947,4340,What is dramati,9199,0
124947,4403,What is half-cocked?,400,0
125006,4405,Whatre are [something crossed out] British and Irish.,3200,0
125006,4403,What are English and Spanish?,801,0
125006,4404,What are German and Irish?,2499,1
125067,4407,Who is Hugo?,9300,1
125067,4404,Who was Victor Hugo?,6799,1
125067,4406,Who is Dumas?,8601,0
125128,4407,Who is Webster?,200,0
125128,4409,Who is Roget?,3300,1
125128,4408,Who is Rogers?,2000,0
125189,4410,Who is Scott Lazev?,3000,0
125189,4411,Who is Eastwood,3001,0
125189,4401,Who is Redford?,100,0
125250,4413,Who is Washington Irving?,4000,1
125250,4401,Who is Melville?,4701,0
125250,4412,Who was Hardy |,7000,0
125311,4413,Who was Machiavelli?,4000,0
125311,4415,Who is Leonardo Da Vinci?,6000,1
125311,4414,Who is Leonardo da V,4301,1
125372,4416,What is Golden State,1999,1
125372,4417,What are .  .  . ?,10000,0
125372,4408,What are the Nets?,2799,0
125433,4419,Who is Mary?,7200,0
125433,4408,Who is Catherine of A Isabel of Aragon,11199,0
125433,4418,Who is Mary?,5100,0
125494,4420,What is Yahoo?,100,0
125494,4421,What is Google?,3300,1
125494,4418,What is Google?,7500,1
125551,4418,What is the Norwegian?,5000,1
125551,4422,What is the Danish Sea,10599,0
125551,4423,What is the Greenland Sea,10000,0
125609,4425,What is,18,0
125609,4424,What is Das Kapital?,5500,0
125609,4418,What is The Prince?,6100,0
125663,4427,What are constitution & independence,3300,1
125663,4426,What is Versailles & Constit,7700,0
125663,1986,What are Constitution & Independence,6601,1
125724,4428,What is poisonous,1201,0
125724,4429,What is Ambrosia?,3600,0
125724,4418,What is venom?,100,1
125782,4430,What is Saudi Arabia?,899,0
125782,4432,What is the Soviet Union?,1900,1
125782,4431,What is the USSR?,1000,1
125841,4414,What is Mein Kampf?,3000,1
125841,4434,"What is ""Mein Kampf""",701,1
125841,4433,What is Mein Kampf?,2801,1
125902,4435,Who is Buck?,5999,1
125902,4436,Who is Pearl Buck?,10900,1
125902,4418,Who is Amy Tan?,5200,0
125962,3780,What is throttled down?,2100,0
125962,4437,What is coffee?,4500,0
125962,4438,What is tired engine,3001,0
126023,4438,Who is ?,0,0
126023,4439,Who is (Line) M. Lin,8100,1
126023,4440,Who is N\'ary?,8401,0
126080,4442,Who is,1698,0
126080,4441,Who Long John Silver,301,0
126080,4439,Who is Long John Silver,3200,0
126136,4441,Who is Ellison?,1799,1
126136,4443,Who is Steve Jobs?,2000,0
126136,4444,Who is Steve Jobs?,5600,0
126195,4445,Who is Franklin?,1500,0
126195,4446,Who is ?,4200,0
126195,4444,Who is Perrier,701,0
126256,4447,What is a dog?,2200,1
126256,4448,What is a dog?,4200,1
126256,4444,What is a dog?,101,1
126317,4449,What is Steel Mags,2300,0
126317,4444,What is A Long Day\'s Journey Into Night?,1100,0
126317,4450,"What is ""Desire Under The Elms?""",6400,1
126374,4452,What is S. Carolina?,2601,0
126374,4450,What is West Virginia?,0,1
126374,4451,What is West Virginia?,5000,1
126435,4454,Who is getty,4500,0
126435,4451,Who is Alf Landon?,801,1
126435,4453,Who Getty,6200,0
126496,4451,Who is Alex Haley?,2299,1
126496,4455,Who is Smith?,2200,0
126496,4456,Who is Alex Haley?,300,1
126556,4458,Who,5000,0
126556,4457,Who are the Scottsboro Boys????,5000,1
126556,4456,Who the Scotsboro,3000,0
126614,4459,What is Lacrosse,2690,1
126614,4460,What is Lacrosse,3400,1
126614,4457,What is ?,2601,0
126674,4460,What is Riverdance,500,1
126674,4461,What is Riverdance?,2500,1
126674,4462,What is River Dance?,2901,1
126734,4463,Who was Mary Todd Lincoln?,2400,1
126734,4464,Who is Mary Lincol/,2800,0
126734,4462,Who is Mary Todd Lincoln?,1900,1
126795,4466,What is Minnesota,1200,1
126795,4436,What is New York?,2701,0
126795,4465,What is New York,800,0
126855,4467,Who is Marconi?,1300,0
126855,4465,Who is Cunard?,8000,1
126855,4468,Who is Rothschild?,3001,0
126916,4465,Who is Jaquelin Kennedy,1300,0
126916,4469,Who J. Kennedy?,10600,0
126916,4470,Who is Jackie Kennedy?,6001,0
126977,4472,Who is Chuck Berry,3700,0
126977,4470,Who is Marvin Gaye?,5801,1
126977,4471,Who is Marvin Gaye?,2601,1
127037,4471,What is Mt. Rushmore?,6798,1
127037,4473,What,9200,0
127037,4474,What is Bryce Canyon?,9001,0
127098,4476,Who was Duncan,8800,0
127098,4471,Who is MacDuff?,14600,1
127098,4475,Who is Macduff?,14850,1
127159,4475,Who is Houdini?,2200,1
127159,4478,Who is Jacques Cousteau?,7995,0
127159,4477,Who was Houdini?,15801,1
127220,4480,What is the Zambezi?,5400,0
127220,4477,What is the Zambezi?,8300,0
127220,4479,What is the Congo?,11501,1
127281,4479,What is die?,1201,0
127281,4481,What is cried during the acceptance,6399,0
127281,4482,What is won for best director?,11201,0
127342,4483,Who is Geronimo?,3200,1
127342,4484,Who is Geronimo?,10024,1
127342,4481,Who is Santa Ana?,3401,0
127401,4486,What is The Human Genome Project?,3500,1
127401,4485,What is The Human Genome Project?,4099,1
127401,4462,What is The Human Genome?,1201,1
127459,4488,What is Mr. Coffee?,1500,0
127459,4462,What is Mr. Coffee?,3900,0
127459,4487,What is Heinz?,1901,1
127520,4489,What are the Tories?,2400,0
127520,4487,What is communism?,2802,0
127520,4490,What are the Fascists?,2900,0
127577,4490,What are M&Ms?,1500,1
127577,4492,What are M&Ms?,5001,1
127577,4491,What are M&M\'s?,3801,1
127634,4493,What is ?,2299,0
127634,4494,What is the Roosevelt Rose,2498,0
127634,4491,What was ?,500,0
127694,4495,Who is Fellini?,4000,0
127694,4496,Who is Charlie Chaplin?,5599,1
127694,4491,Who is Thalberg?,3101,0
127752,4498,What are chopsticks?,4799,1
127752,4497,What are chopsticks,6000,1
127752,4484,What are chopsticks?,3199,1
127813,4499,What is Dark Side of the Moon?,0,1
127813,4484,What is Dark Side of the Moon?,80,1
127813,4500,"What is ""The Dark Side of the Moon""",0,1
127874,4502,What is Orville popcorn?,4000,0
127874,4501,What is Pringles?,15000,1
127874,4500,What are Pringles?,12801,1
127935,4503,Who is Walt Whitman?,4300,1
127935,4500,Who is Whitman?,10000,1
127935,4504,Who was Walt Whitman?,4003,1
127996,4506,Who is Neil Armstrong,11599,0
127996,4505,Who is Glenn?,11800,0
127996,4500,Who is Shepard?,7801,1
128056,4508,Who was ???,6500,0
128056,4507,Who was Talleyrand?,4500,0
128056,4500,Who was David?,4201,1
128117,4509,Who was ? :(,200,0
128117,4511,Who was ??,5000,0
128117,4510,Who is James Joyce?,7000,0
128177,4512,Who is Mary Tyler Moore,2500,0
128177,4513,Who is Madonna?,0,1
128177,4496,Who is Sally Field?,2701,0
128236,4515,What are Canaanites?,2599,0
128236,4514,What is Canis?,2401,0
128236,4496,What are the Canonites?,1101,0
128297,4516,What is As you like it?,1600,0
128297,4517,What is West Side,5000,0
128297,4496,"What is ""My Fair Lady?""",0,0
128358,4496,What is 1964?,4400,1
128358,4519,What was 1966,7000,0
128358,4518,What is 1964?,4300,1
128419,4521,What are (dolphins) ape,6600,0
128419,4518,What are (binobos) dolphins?,1900,1
128480,4522,"What Madison, Wisc.",0,0
128480,4523,What is New York City?,4000,0
128480,4518,What is Chicago?,8000,1
128534,4518,What is Australia?,3500,0
128534,4524,What is South Africa?,3500,0
128595,4527,What are Arizona and California?,12397,0
128595,4526,What are Hawaii and [something scribbled out] Texas?,13400,1
128595,4509,What are Hawaii + Texas?,13400,1
128656,4511,What was Hadrian\'s Wall?,5200,1
128656,4500,What is the Chunnel?,7500,0
128656,4528,What is the Channel Tunnel?,9301,0
128714,4529,What,0,0
128714,4524,What is climbing Mt. Everest?,5000,1
128775,4532,Who is Johnson?,3199,0
128775,4531,Who is Peggy Fleming?,3800,1
128775,4524,Who is Peggy Fleming?,8699,1
128833,4534,What is Charmed?,4000,0
128833,4533,What is Ally McBeal?,3500,0
128833,4524,What is Sesame Street?,5400,1
128893,4535,What is a RollTop?,400,0
128893,4536,What is an electric typewriter?,3200,0
128893,4524,What is the ballpoint pen?,4000,0
128953,4538,Who was Andrew Carnegie?,1000,1
128953,4537,Who was Vanderbilt,2000,0
129012,4540,Who is Clement,6000,0
129012,4537,Who is John Paul,7000,1
129073,4537,Who was Edison,800,1
129073,4542,Who was Thomas Edison?,0,1
129073,4543,Who was ?,600,0
129134,4544,What is Marathon?,10000,1
129134,4526,What is the Battle of Marathon?,399,1
129134,4509,What is Marathon?,11100,1
129193,4546,Who is Albert Finney,498,0
129193,4545,Who is Albert Finney?,3300,0
129193,4431,Who is L. Olivier?,2199,0
129250,4548,Who is Gerald Ford?,1500,1
129250,4547,Who is Richard Nixon,1399,0
129250,4431,Who is Gerald Ford?,1199,1
129309,4550,What is Prince Consort,2899,1
129309,4549,What is the Queen Consort?,6500,0
129309,4431,What is His Majesty?,3000,0
129364,4551,Who was Topsy?,1500,0
129364,4552,Who is Scarlett O\'Hara?,4100,1
129364,4431,Who is Scarlet O\'Hara?,6000,1
129425,4554,What is Russia ?,0,0
129425,4509,What is Canada?,1800,1
129486,4556,What is Troy?,7500,0
129486,4555,What is Gladiator?,3800,0
129486,4509,What is Gladiator?,200,0
129547,4557,Who was Wilson?,14798,0
129547,4509,Who is George H.W. Bush?,14800,0
129608,4560,Who was Corrigan?,100,0
129608,4559,Who is John Glenn? :(,12999,0
129608,4509,Who is ?,799,0
129669,4561,What is Nebraska?,2900,1
129669,4562,What is Michigan?  I love you Gwen,0,0
129669,4509,What is Nebraska?,2500,1
129730,4563,What was discovery of the new world,0,1
129730,4564,What is the Spanish Inquisition,2201,0
129730,4509,What is the discovery of the New World by  Columbus,7601,1
129791,4566,What is a miter?,5000,0
129791,4565,What is his ring,12400,1
129791,4509,What is the miter,10500,0
129852,4567,What is Casablanca?,5800,0
129852,4565,What are Casablance & ?? Love you Jeff?,13400,0
129852,4568,What is Chicago?,13001,0
129913,4569,What is the Magic Flute?,7199,1
129913,4568,What is Tosca?,3401,0
129913,4570,What is The Magic Flute?,10000,1
129974,4572,What the Nutcracker?,100,1
129974,4543,What is The Nutcracker?,500,1
129974,4571,What is the Bolshoy?,1400,0
130033,4573,What is Thailand?,2000,1
130033,4543,What is Taiwan?,1600,0
130033,4574,What is Thailand?,2301,1
130094,4575,Who was Forbes?,2298,0
130094,4576,Who Forbes,2000,0
130094,4574,Who was Nixon?,1501,1
130155,4574,Who was Hemmingway?,6400,0
130155,4578,Who is Siskel,2800,1
130216,4579,Who is Edison,1900,0
130216,4578,Who is ?,4000,0
130216,4580,Who is Darwin ?,7801,1
130277,4580,What is a Manhattan?,1500,1
130277,4581,What is a boilermaker,1001,0
130277,4582,What is a Manhattan?,2000,1
130335,4584,What is boxing?,1399,0
130335,4582,What is pugilism?,2300,0
130335,4583,What the sweet science,2200,1
130396,4585,Who was Deng Xiaopeng?,3600,0
130396,4583,Who was Mitteran,4898,0
130396,925,Who is ----,3500,0
130457,4570,Who are Laurel & Hardy?,9800,1
130457,4587,Who are Tom and Jerry?,13000,0
130457,4586,Who are Laurel & Hardy?,8601,1
130516,4589,What is Lindsey?,2700,0
130516,4588,What is Katrina?,9801,1
130516,4586,What is Britney?,0,0
130577,4588,What is Broz,4198,0
130577,4590,What is Crouching Tiger Hidden Dragon,0,1
130577,4591,"What is Crouching Tiger [scribbling] [""Hi Dad"" in Hebrew]",0,0
130638,4593,Who is Dred Scott?,12000,1
130638,4591,Who is Dred Scott?,11800,1
130638,4592,Who is Madison?,11801,0
130699,4595,Who was Absalom,7000,1
130699,4594,Who was Absalom?,8799,1
130699,4591,Who is Cain?,4200,0
130753,4597,What is Padua?,799,0
130753,4594,What is America?,8599,1
130753,4596,What is Illyria?,5601,0
130812,4594,What is Masadic?,8999,0
130812,4599,What is macabre?,6601,1
130812,4598,What is macabre,11201,1
130873,4601,What is Toronto?,3500,1
130873,4602,What is Vancouver?,1,0
130934,4605,What is Veto,2000,1
130934,4603,What Union?,3000,0
130934,4604,What is Veto?,1601,1
130995,4606,What is the Jungle Book?,1500,1
130995,4608,What is the Jungle Book?,1800,1
130995,4607,What is the Jungle Book?,2001,1
131056,4609,Who was Indira Ghandi?,700,0
131056,4610,Who is ?,2600,0
131056,4611,Who is Golda Meier?,501,1
131116,4601,What is Hawaii?,1198,1
131116,4604,What is Louisiana ???,4400,0
131116,4607,What is Hawaii?,801,1
131177,4608,What is maestrro? :) Hi Lily!,600,0
131177,656,What is Dalai Lama?,6699,1
131177,4602,What is poet laureate of England?,3001,0
131238,4606,Who are the Pez Heads?,2099,0
131238,4611,Who is Filibuster??,900,0
131238,657,Who is Tom DeLay?,7801,1
131299,4607,Who is the Queen Mum??,2100,0
131299,656,Who is Margaret Thatcher??,2000,1
131299,657,Who is the Queen Mother?,3500,0
131359,657,What is the U of Michigan?  :(,4900,0
131359,4607,What is Yale?,5500,0
131359,656,What is PCU?  :),0,0
131420,4598,Who was Watt,8800,0
131420,4612,Who is A.G. Bell?,9000,0
131420,4613,Who was Besmer?,4000,0
131481,4614,Who was Carnegie?,700,0
131481,4613,Who was John Rockerfeller?,12400,0
131481,4615,Who was Carnegie,12345,0
131541,4616,What is Perry Mason,2000,0
131541,4617,What is the Untouchables,10800,1
131541,4615,What is the Mod Squad?,586,0
131602,4618,Who is Trebek?,8000,0
131602,4617,Who is Alex Trebek,7001,0
131602,4619,Who is Simon Cowell?,1000,1
131663,4621,Who is Rand McNally?,3499,1
131663,4619,Who is Rand McNally?,16598,1
131663,4620,Who is IBM?,15201,0
131724,4622,Who is Marie Curie? [Curie crossed out],8000,1
131724,4619,Who is Marie Curie?,13198,1
131724,4623,Who is Marie Curie?,7400,1
131784,4619,What is Helsinki?,1399,0
131784,4625,What is Rekyavik?,3000,1
131784,4624,What is Oslo?,3599,0
131845,4624,What is Amer Sign Lang?,801,1
131845,4626,What is American sign language?,9000,1
131845,4627,What is Spanish?,5001,0
131899,4629,Who is Ani Scuteri?,1000,0
131899,2244,Who is Gloria Estefan,3300,1
131899,4628,Who is Gloria Estefan,3200,1
131960,4631,Who is Hearst?,800,1
131960,4630,Who is Hearst?,500,1
131960,4628,Who is William R. Hearst,2200,1
132021,4628,What is Oklahoma???,300,0
132021,4632,What is Sweeney Todd?,3501,0
132021,4633,What is Paint Your Wagon?,2500,0
132081,4633,What is the elephant?,2000,1
132081,4635,What is the elephant?,3000,1
132081,4634,What is the elephant?,3201,1
132138,4636,What is my name is?,799,0
132138,4634,"What is ""Call me Ishmael""?",1199,0
132138,4637,What is I am Spartacus?,600,0
132196,4638,What is Arlington National Cemetery,398,0
132196,4637,What are The Everglades?,4499,1
132196,4639,What are The Everglades,3000,1
132253,4640,Who is Michael Jackson?,199,0
132253,4639,Who is Garth Brooks?,6000,0
132253,4641,Who is Garth Brooks?,5401,0
132314,4642,Who is George Bernard Shaw?,3500,0
132314,4643,Who is Bram Stoker?,4201,1
132314,4641,Who is Frank McCourt?,3901,0
132375,4645,Who was Eisen hower?,3000,0
132375,4644,Who is Nixon?,5200,0
132375,4643,Who is Clinton?,5600,0
132435,4647,What is the Telescope?,1100,1
132435,4645,What is the Telescope?,3600,1
132435,4646,What is A windmill?,1000,0
132490,4648,What consultan,2799,0
132490,4649,What is a jack of all trades?,1801,0
132550,4649,"What is Oxford, Mississippi?",1700,0
132550,4651,"What is Nashville, TN?",2000,0
132550,4652,"What is [New Orleans] Athens, GA",1001,1
132611,4652,Who is Th,0,0
132611,4653,Who was Clay?,3700,0
132611,4654,Who was Teddy Roos,4701,0
132672,4656,Who is Mason?,2000,0
132672,4655,Who is Seward?,800,0
132672,4626,Who is H. Clay?,6000,0
132733,4657,Who is Rex Harrison?,0,1
132733,4658,Who is [Patrick Stewart crossed out] Ian McKellan,8801,0
132733,4626,Who is Rex Harrison?,0,1
132794,4655,Who is Voltaire?,0,0
132794,4660,Who is Emile Zola?,13700,1
132794,4659,Who is Emile Zola?,5000,1
132855,4661,What is the franc,6400,1
132855,4660,What is Flemish?,6400,0
132855,4662,What is the Franc?,3801,1
132915,4662,What is the Columbia River?,6000,0
132915,4663,What is the Snake,7000,0
132915,4664,What is the Columbia?,5801,0
132976,4666,What is Massachusets?,3000,0
132976,4665,What is New Mexico,5800,0
132976,4667,What is I have no idea?,19399,0
133037,4669,Who is Scrooge?,5600,1
133037,4668,Who is Ebenezer Scrooge?,9200,1
133037,4670,Who is Scrooge?,7399,1
133098,4672,What is a dog?,10400,1
133098,4673,What is a cat?,3500,0
133098,4671,What is a dog?,4000,1
133159,4674,Who is Suzie Wong?,2699,0
133159,4650,Who is Elvis?,4300,0
133159,4645,Who is Mao?,5600,0
133220,4676,Who was ?,2500,0
133220,4677,Who is [Clarence Thomas crossed out] Thurgood Marshall,14999,1
133220,4675,Who is Thurgood Marshall?,801,1
133281,4680,What is age?,5200,0
133281,4679,What is Leaves of Grass?,3400,1
133281,4678,What are Lilacs,6000,0
133338,4682,What is cape hope,2700,0
133338,4681,What Cape Hatteras,5600,0
133338,4652,What is the Cape of Good Hope,599,1
133399,4684,What is the Euro?,0,1
133399,4652,What is the Euro,1199,1
133399,4683,What is the Euro,6001,1
133459,4686,What is Glade?,2099,1
133459,4685,What is Lysol?,4700,0
133459,4683,What is Off,4201,0
133520,4688,What is [Venus] the Statue of Libe,2900,0
133520,4686,What is the Statue of Liberty?,4000,1
133520,4687,What is the Statue of Liberty?,700,1
133581,4690,Who was Mead,1600,1
133581,4687,Who is Mead?,1400,1
133581,4689,Who was Mead?,4800,1
133638,4692,Who are the Hurons,1800,0
133638,4691,Who are the Sioux?,2500,0
133638,4689,Who are the,600,0
133699,4689,What is the [Grand Canyon] Sierra Nevada,2000,0
133699,4694,What is the Continental Divide?,1900,0
133699,4693,What is the Continental Divide?,2605,0
133759,4696,What is the Devil\'s Advocate?,800,1
133759,4695,What is the Contra (Spiritus) Sanctus?,500,0
133759,4693,What is Devil\'s Advocate?,1700,1
133819,4698,Who is,3000,0
133819,4697,Who is Helen Hunt?,2501,1
133819,4693,Who is Helen Hunt?,100,1
133880,4700,Who Jackie-Joyner Kersee?,5399,0
133880,4699,Who is Florence G. Joyner,900,1
133880,4693,Who Jackie Joyner-Kersee?,4905,0
133941,4702,What is the b,1500,0
133941,4701,What is The Vienna Boys Choir,0,1
133941,4699,What the Vienna Boys Choir,2000,1
134002,4704,Who is Clarke,600,1
134002,4703,Who is Arthur C. Clarke?,600,1
134002,4699,Who is Arthur C. Clark?,1300,1
134063,4668,Who is Cordelia?,13200,1
134063,4672,Who is Hermione?,12801,0
134063,4679,Who is Cordelia?,13000,1
134124,4671,What is Anapolis?,2000,1
134124,4677,What is Sacramento?,16400,0
134124,4667,"What is Annapolis, Maryland?",5001,1
134185,4675,Who was Albert Einstein?,11900,1
134185,4678,Who is MacArthur,12700,0
134185,4670,Who was Einstein?,8801,1
134246,4667,Who is Benjamin Franklin?,9000,1
134246,4670,Who is Ben Franklin?,5000,1
134246,4679,Who was B. Franklin?,8201,1
134307,4667,Who is Henry Clay?,4000,0
134307,4670,Who is Adams?,1800,0
134307,4679,Who was John Adams?,5000,1
134368,4705,What is Esther,9200,0
134368,4706,What is Tattooine,8401,0
134368,4664,What is Endor??,0,1
134429,4707,What is the Aswan Dam?,1000,0
134429,4708,What is the Brooklyn Bridge?,2201,0
134429,4664,What is the Suez Canal?,6401,0
134488,4710,What is ?,2000,0
134488,4709,What is a Pasta ma,1800,0
134488,4699,What is a Paper Shredder,1600,1
134544,4712,Who is Paloma Picasso,1399,0
134544,4711,Who,1801,0
134544,4699,Who is Sister Agnes,800,0
134605,4715,What is the Copenhagen Mermaid?,2599,0
134605,4713,What is the Little Mermaid?,800,1
134605,4714,What is the Little Mermaid?,390,1
134666,4717,What is sulphur?,4000,0
134666,4716,What is nitrogen?,1101,0
134666,4714,What is lead?,4708,1
134726,4718,Who,4000,0
134726,4714,Who is Pauling?,3613,0
134726,396,Who is Solzhenitsyn,3400,0
134783,4719,What is J?,2099,0
134783,4720,What is C,4500,0
134783,396,What is D,3500,0
134844,4721,What is [Alfred?] Henry?,2300,0
134844,4722,What is William,3300,0
134844,396,What was Harold?,4800,1
134902,4724,What is,0,0
134902,4708,What is pol,299,0
134902,4723,What is esimate,1000,0
134963,4726,Who are the NY Jets,1373,1
134963,4723,Who are the NY Jets,11200,1
134963,4725,Who are the Jets?,9600,1
135024,4727,What are the Titans?,2500,0
135024,4723,What is the Carpathian Mountains,9800,1
135024,4725,What are the Andulusions?,9700,0
135085,4729,What is Mt. McKinley?,2500,0
135085,4723,What is Pike\'s Peak?,10400,0
135085,4728,What is Mauna Kea?,8701,0
135143,4729,What is Phoenix?,1800,1
135143,4730,What is Odyssey?,6400,0
135143,4731,What is Jalopy?,7000,0
135204,4729,What is Herald Square?,1000,0
135204,4733,What is Tamanny Sq.,0,0
135204,4732,What is Times Square?,400,0
135262,4732,What is ?,2000,0
135262,4734,What is It\'s a Mad Mad Mad Mad World ?,9100,1
135262,4735,"What is [a scribble that looks like ""Go Gaml""]",2500,0
135323,4737,What is Ivory soap?,3000,1
135323,4736,What is Ivory Soap?,12300,1
135323,4734,What [is crossed out] are batterie,10801,0
135384,4739,Who is James Dean?,5000,0
135384,4738,Who is James Dean?,8255,0
135384,4736,Who is Steve McQueen?,3900,1
135445,4740,What is the 7% Solution,3799,0
135445,4736,What was [Tarzan scribbled out]?,4600,0
135445,4741,What is ?,4501,0
135506,4742,What is Venezuela?,10599,0
135506,4743,What are Ven & Aruba,6000,0
135506,4741,What is Ecuador?,12001,1
135567,4745,Who is William Faulkner?,4500,1
135567,4744,Who Faulkner,6300,1
135567,4741,Who is Faulkner?,4000,1
135628,4746,What is a Margarita?,1,1
135628,4741,What is a margarita?,2000,1
135628,4747,What is a margarita?,7801,1
135689,4749,What is Slaughterhouse 5?,3500,1
135689,4748,What is Slaughterhouse Five?,11000,1
135689,4747,What is the hanoi hilton,6801,0
135750,4750,Who is Guy Fawkes?,3000,1
135750,4748,Who was Guy Fawkes?,7000,1
135750,4751,Who is G [Oliver Cromwell crossed out]?,14201,0
135809,4748,What is Penny Lane?,6400,1
135809,4753,What is Strawberry Fields,6984,0
135809,4752,What Abby Road,5500,0
135868,4755,"What are ""killer"" bees?",1,1
135868,4748,What are killer bees?,5000,1
135868,4754,What are Africanized Honey bees?,6000,1
135929,4756,What is Crime + Punishment?,0,1
135929,4754,What is Crime and Punishment?,9200,1
135929,4757,What is Les Miserables,1601,0
135990,4758,What is geopolitical?,3999,1
135990,4759,What is estuarial?,17400,0
135990,4754,What is Political G.,16000,0
136051,4761,Who was Sophocles?,13000,1
136051,4758,Who is Aescylus?,5000,0
136051,4760,Who is Sophocles?,9201,1
136110,4760,Who is John Ford?,200,0
136110,4763,Who is John Ford?,5400,0
136110,4762,Who is Walt Disney?,1200,1
136171,4766,What is the opening of M.B.,1200,0
136171,4765,What is the National Football League?,0,0
136171,4764,What is Major League Baseball?,7201,0
136232,4762,Who is Beethoven?,9800,1
136232,4767,Who was Beethoven?,15000,1
136232,4768,Who is Mozart?,13000,0
136291,4771,What is Mesopotamia?,3500,0
136291,4769,What is?,5000,0
136291,4770,What is the fertile crescent?,1600,1
136346,4772,What is French Indi,1300,0
136346,4774,What is Gulliver\'s Travels?,2700,1
136346,4773,What is [I just don\'t know] War & Peace,1200,0
136405,4775,What are,4500,0
136405,4767,What is dry and wet?,7500,1
136405,4776,"What [""is"" crossed out] are wet + dry?",3601,1
136466,4779,What is Massachusetts?,500,0
136466,4777,What is New Hampshire,5001,1
136466,4778,What is New Hampshire,102,1
136527,4782,"What is ""Patch Adams""?",1000,1
136527,4780,What is ?,1500,0
136527,4781,What is Patch Adams,1401,1
136588,4773,What is Italy ???,299,1
136588,4782,What is Italy?,4500,1
136588,4764,What is Italy?,200,1
136647,4774,What is Delaware?,100,1
136647,4778,What is Delaware,2600,1
136647,4765,What is Delaware?,0,1
136708,4777,What is [something I have never read] Machielli\'s,1499,0
136708,4781,What is ??,5500,0
136708,4770,What is The Prince?,2001,1
136769,4770,What is Sacramento?,3000,1
136769,4765,What is Sacramento?,3300,1
136769,4764,What is ?,400,0
136830,4764,Who was Cornell?,5,0
136830,4770,Who was Radcliff?,4101,0
136830,4765,Who was Johns Hopkins?,2000,0
136891,4783,Who is John Glenn?,3800,1
136891,4784,Who is John Glenn?,5799,1
136891,4776,Who is John Glenn?,14201,1
136951,4786,Who is Al Gore?,8599,0
136951,4785,Who was Nixon?,7001,0
136951,4776,Who is G.H.W. Bush,8801,1
137012,4788,What are the Rhine + the Rhone?,5799,0
137012,4776,What are Rhine + Rhone?,1002,0
137012,4787,What are the Rhine and Rhone,1601,0
137073,4790,What is Toronto,3601,1
137073,4787,What is Toronto?,8399,1
137073,4789,What is Toronto?,1801,1
137134,4793,What is the speed of sound?,0,0
137134,4791,What is the speed of sound?,0,0
137134,4792,What is the sound barrier?,599,0
137193,4792,What is Line of Fire?,4650,0
137193,4794,What is Air Force One?,5990,1
137193,4795,What is In The Line of Fire?,2801,1
137254,4795,What is a nose ring?,1300,0
137254,4796,What is (Hindu) Ch,5400,0
137254,4797,What are tattoos,1301,1
137315,4798,What is the Oscar?,5800,0
137315,4799,What is the Emmy?,14398,1
137315,4789,What is the Emmy?,10601,1
137374,4797,Who is?,100,0
137374,4800,Who is Mark MacGwire?,4899,0
137374,4801,Who is Cal Ripken?,1201,1
137434,4803,What is a library?,600,1
137434,4801,What is a library?,2301,1
137434,4802,What ?,4000,0
137494,4804,What is a relief ?,3000,0
137494,4801,What is ?,2901,0
137494,4805,What is pieta ?,3500,1
137551,4807,What is climb,2900,0
137551,4806,What is carried the Olympic torch,1400,0
137551,4805,What is win Nobel Peace Prizes,5400,0
137610,4809,What is Sm,3099,0
137610,4806,What is Smith,3400,0
137610,4808,What are ?,0,0
137671,4810,What is New Orleans?,3499,0
137671,4808,What is Boise,3500,0
137671,4811,What is Montpelier,2600,1
137731,4812,What is the Rand McNally Gift Certificate?,2400,0
