category_id,category
127580,IT'S A SEQUEL
127581,LET'S PLAY DOCTOR
127582,WISH YOU WERE HERE!
127583,AMERICAN SIGN LANGUAGE
127606,GLORY TO THE NEWBORN KING
127607,QUICK AS A FLASH
127608,ATTORNEY AUTHORS
127610,"""CHAT"" ROOM"
127634,PLANTS & FLOWERS
127636,"CROSBY, STILLS, NASH & YOUNG"
127638,SPELL IT: -ABLE OR -IBLE?
127639,PLANE TALK
127640,HAPPY HANUKKAH!
127666,HAMBURGERS
127667,"TOP ""ING""s"
127668,MUSTARD
127669,CATS UP
127670,MANETS
127696,TOP 40 HITMAKERS
127697,"YO, JIMMY!"
127699,IS THIS HEAVEN?
127700,"NO, IT'S IOWA"
127727,SOVIET BLOC HEADS
127730,"TESTING YOUR ""IQ"""
127754,TV SHOWS BY CHARACTERS
127755,PARTS OF SPEECH
127757,WHACK
127758,A MOLE
127783,BIBLICAL WARRIORS
127788,"HEY, ""BB""!"
127813,CLASSIC ROCK
127814,IT HAPPENED ON CHRISTMAS DAY
127815,"""DEC"" THE HALLS"
127817,GIFT GIVING
127818,JINGO ALL THE WAY
127819,THE BUCKET LIST
127845,SPORTS SIBLING SURNAMES
127846,"""B"" IS FOR BARD"
127847,DESERT SURVIVAL SKILLS
127848,HISTORIC U.S. BUILDINGS
127849,SAY IT IN SPANISH
127874,SNACK BRANDS
127875,ON OUR USO TOUR
127876,ROLLING STONE
127878,LIVRES EN FRANÇAIS
127880,"WELCOME ""BACK"""
127905,THE 1000s
127906,OLD MOVIE QUOTES
127908,"BRIT ""B""ITS"
127909,CARPOOL TUNNEL SYNDROME
127936,PRESIDENTIAL CREATIONS
127937,CLASSIC TV TOONS
127938,EUROPEAN PARLIAMENT MEMBERS
127940,LITERARY PETS
127941,"LET'S ""ROCK""!"
127967,CHRISTMAS MOVIES
127968,STATE YOUR CASE
127970,BATTLES THAT CHANGED HISTORY
127971,"""U""TOPIA"
127996,SPACE MEN
127997,THE FEMININE MISTAKE
127998,THEIR FIRST NO. 1 POP HIT
128000,YE OLDE BIG APPLE
128002,FURNITURE WORDS
128027,GREEK & ROMAN POTPOURRI
128028,KEVIN-SENT
128029,BOOK DEDICATIONS
128030,PASTA
128031,DUCHY
128032,"TO THE ""LEFT"" HAND SIDE"
128056,FRENCHMEN IN HISTORY
128057,WE ARE YOUNG
128058,HEARTACHE TO HEARTACHE
128059,WE STAND
128060,"NO PROMISES, NO DEMANDS"
128061,"""LOVE"" IS A BATTLEFIELD"
128062,"YEAH, IT WAS THE '80s"
128087,THE JIMMY CARTER LIBRARY & MUSEUM
128088,ROLE IN COMMON
128089,ART ON EXHIBIT
128092,"""N"" GAME"
128117,AUTHORS' OBITUARIES
128118,NEW YEAR'S DAY
128119,"GEOGRAPH""IA"""
128121,1802
128152,"""PEACE"""
128153,MADISON & PHYSIOLOGY
128177,CELEBRITY WOMEN
128180,BODIES IN WATER
128182,THERE'S NO PLACE LIKE ROME
128183,"FOR THE ""HOLLY"" DAYS"
128210,KNOW YOUR BIBLE
128211,THE TAO OF STEVE
128236,LET'S TALK ABOUT SECTS
128242,LEND ME YOUR MOUSEKETEER EARS
128269,NORTHWESTERN INDIANS
128270,"""N"" TICING"
128271,FUN DATES
128298,THE AGE OF REASON
128302,TOYS ARE US
128303,ANIMAL PLANET?
128328,THE AGE OF RAISIN
128330,BIG SCREEN BUNNIES
128331,THE HISTORY OF JANUARY
128332,TITLE LOVERS
128360,GARMENT BAG
128362,"""ART"" CLASS"
128363,A ROYAL PAIN
128364,IN THE BUTTE
128389,VERY GRIMM TALES
128390,DICTATORS BY BIRTHPLACE
128392,"OH, NO!  OPERA!"
128393,SEE HOW THEY RUN
128394,"THE ""EVIL"" WITHIN"
128420,PUT SOMETHING ON
128422,WAR GAMES
128424,A STEW OF STEWARTS
128425,"""CAT""ECHISM"
128452,VIDEOASIS
128454,THE REAL FIRST NAME
128480,1999 ART NEWS
128481,AMAZIN' FACTS
128483,BIG SCREEN TITLE PAIRS
128484,CLASSIC KIDDY LIT
128511,AMAZON FACTS
128512,A GERSHWIN TUNE
128514,LEGAL BEFORE & AFTER
128518,BUTTERFLIES
128535,ASIAN COUNTRIES
128538,WHAT A REVOLTIN' DEVELOPMENT!
128566,TV MATH
128567,IN LINE FOR BRITAIN'S THRONE
128569,IF YOU BUILD IT...
128570,"THEY WILL ""UM"""
128596,PUNJAB
128597,FICTIONAL BOOKS
128598,WHAT'S YOUR BEEF?
128601,"""IP"" SO FACTO"
128626,"""PUN"" JAB"
128627,WOMEN OF ACHIEVEMENT
128628,OSCARS WILD
128630,SEEING EYE DOGS
128657,"""OLD"" ENGLAND"
128658,WHAT'S FOR BREAKFAST?
128688,AKRONYMS
128690,REPETITION AGAIN
128695,WHICH CRAFT?
128714,WORLD RECORDS
128716,ALL THE KING'S SONGS
128717,AMPHIBIANS
128718,AUSSIE ODDS & ENDS
128719,NAME GAME
128747,"""R-U"" SERIOUS?"
128749,YMCA
128750,MACHO MAN
128776,FASHION FORWARD
128778,COMIC STRIPPERS
128779,"YES SIR, THAT'S MY SCIENTIST"
128780,NEW MEXICO
128781,"""POMP"" IT UP!"
128806,FASHION BACKWARD
128807,ELECTION NIGHT PARTIES
128808,ON LOCATION
128834,OKLAHOMA IS OK
128836,PIG LIT
128839,"PLEASE SIR, I WANT SOME MOORE"
128866,THE WEATHER FORECAST
128867,GET TO WORK
128868,"BEGINS & ENDS WITH ""N"""
128895,CRIMINAL'S DICTIONARY
128897,NHL TEAMS
128898,PAPER
128899,"ENDS IN ""OLA"""
128924,BIG 10-LETTER WORDS
128925,20 QUESTIONS
128926,30 DAYS HATH SEPTEMBER
128927,FOODS OF THE '40s
128928,50 CENTS
128929,60 MINUTES
128955,COMICS' BOOKS
128956,IT'S IMAGINARY
128985,THE WINE CELLAR
128987,"ALL ""FOUR"" YOU"
128988,WALTER MATTHAU
128989,GRUMPY OLD MEN
129012,RELIGIOUS NAMES
129013,FORMER WORLD LEADERS
129014,BUILDING PARTS
129015,STATES BY CITIES & TOWNS
129016,AMERICAN BEER HISTORY
129017,SUMMER SONGS
129018,"""Q...T"""
129045,"DAMN, I'VE GOT GREAT PLUMAGE"
129046,WHERE FOR ART
129047,TAO
129048,ROMEOS
129074,"""X"" IN THE CITY"
129075,CELEBRITY AKA
129078,MY DREAM HOUSE
129104,PATRONS OF THE ARTS
129106,GREAT ALEXANDERS
129108,ASSASSIN & VICTIM
129137,"""J"" WORDS"
129140,COOKING TERMS
129168,"""CRY""ING SONGS"
129197,STORMS
129222,FICTIONAL HEROINES
129253,"""TIME""LY SONGS"
129256,HARDWARE STORE
129283,'70s THEATER
129285,SHAPING UP
129286,"""B.O."""
129310,MINI-COUNTRIES
129342,THE SHORTEST
129366,A STAR IS REBORN?
129367,U.S. MILITARY BRANCHES
129368,"""AIN"" WE GOT FUN"
129369,TEMPO TANTRUM
129370,OW! OW! OW! OW! OW!
129396,'40s POP CULTURE
129398,PUTTING ON HEIRS
129400,EVERYDAY ITALIAN
129425,U.S. TRADE
129426,EYE ON AFRICA
129427,CRAIGS LIST
129429,"AN ""A"" IN AMERICAN HISTORY"
129430,IT'S ON THE TIP OF MY TONGUE
129431,RHYME STOPPER
129456,AMELIA EARHART
129457,THE NATIONAL RECORDING REGISTRY
129459,LET'S GET SAUCED
129460,DEATH OF AN AUTHOR
129486,THE BOX OFFICE
129487,ANCIENT HISTORY: 2006
129488,KEN BURNS DOCUMENTARIES
129489,NOTHING SPECIFIC
129490,PULP FICTION
129491,"THE ""PEN"""
129492,IS MIGHTIER THAN THE SWORD
129518,KEEPING UP WITH THE JONES
129520,AM I HUNGRY ENOUGH TO EAT THAT?
129521,THE VATICAN ONLINE
129550,THEY OWN THAT?
129552,IF YOU'RE...
129553,"JUST SAY ""NI"""
129582,THE BRITISH WILES
129608,AVIATION HISTORY
129609,IT HAPPENED IN '08
129610,LEONARD MALTIN ON DISNEY
129612,GAME RHYME TIME
129613,TO EVERYTHING THIS IS A SEASON
129614,TERN! TERN! TERN!
129640,TV SHOWS BY CAST
129641,ATTRACTION
129642,"""K"" ON THE MAP"
129643,LOTS OF STUFF
129669,MIDWEST TOPOGRAPHY
129670,WHAT A DICTATOR
129671,FROM SCREEN TO STAGE
129672,MEXICAN FOOD FROM THE LITTLE DINER
129673,YOU'RE AN ANIMAL
129674,"DRINK IT, DANCE IT OR DRIVE IT"
129675,"GOOD ""BY"""
129701,FIREARMS IN SHOW BIZ
129702,STORY LINE
129704,WAR CORRESPONDENTS
129705,"THE ""S""-NCE OF LIFE"
129732,SITCOM SIBLINGS
129733,HOW MUCH IS THAT DOGGIE IN THE WINDOW?
129735,WORDS IN HARRY POTTER TITLES
129736,"""INT""Y FRESH"
129762,A CHARLIE IN THE BOX
129765,AMERICAN ART & ARTISTS
129791,THE CATHOLIC CHURCH
129793,NBA RETIRED JERSEYS
129794,BOARD GAME HISTORY
129795,HOW I LOOK DURING MY SUMMER VACATIONS
129796,"""L""ITERATURE"
129824,"AN ART ""C"" CATEGORY"
129825,FORWARDS & BACKWARDS
129852,"""C""INEMA"
129853,A TRIP TO RIO DE JANEIRO
129854,MATH ROCK
129855,WORKING ON MY CLASSIC CAR
129856,STATE THE GOVERNOR
129857,WE CAN DANCE IF WE WANT TO
129858,"""POP"" CULTURE"
129883,AT THE BAKERY
129884,CRESCENT CITY ROLES
129885,BEAR CLAUSE
129886,DANISH
129887,TARTS
129888,HOT CROSS PUNS
129913,OPERA INSPIRATIONS
129914,THE AFI'S 100 GREATEST AMERICAN MOVIES
129915,INTERNET SHORTHAND
129916,BAG LADIES
129918,TEMPERATURE
129919,CLIMB IT
129945,INTERNATIONAL ATHLETES
129946,ANCIENT PLACES
129949,LETTER DROP
129977,WILD KINGDOM
129979,WE'RE OFF TO SEA
129980,"THE WIZARD OF ""O""s"
130006,"""A"" IN COLLEGE"
130007,WISH I'D SEEN THAT MUSICAL!
130010,SPEAK OF THE DEAD
130033,WORLD MONUMENTS
130034,MAKE WAY FOR HEMINGWAY
130035,MUSICAL VENUES
130037,SPORTS AUTOBIOGRAPHIES
130038,"ON THE ""TIP"""
130039,OF THE TONGUE
130064,PORTUGAL
130066,NAME THAT NEBULA
130068,CURRENT GOVERNORS
130095,HISTORY OF THE WORLD PART 4
130096,A LOAD OF BULL
130098,TITLE FILM ROLES
130100,"""TT""s ME"
130126,CHEMICAL ELEMENTS GO POSTAL
130127,I MARRIED A PRESIDENT
130130,"""V.H."" ONE"
130157,STYLISH CELEBRITIES
130159,YOU GOTTA HAVE FAITH
130160,STRIKE!
130161,"WHILE THE ""IRON"" IS HOT"
130187,ALMOST REAL
130188,ON THE ROAD WITH BOB & BING
130189,20th CENTURY ARCHITECTURE
130190,CLASSICAL COMPOSITIONS
130218,BUTTER
130220,CRAYOLA CRAYON COLORS
130222,BEATLES' SONGS IN OTHER WORDS
130250,MARRY MARY
130251,QUITE CONTRARY
130278,THE MARSHAL PLAN
130280,A MICHAEL JACKSON QUICKIE
130281,TERRITORIAL GOVERNORS
130282,"CHAPTER 1, VERSE 1"
130283,"""V"" ARE NOT AFRAID"
130308,THE MARSHALL PLAN
130311,ENCYCLOPEDIC KNOWLEDGE
130312,SOLAR SYSTEM TOUR
130335,SPORTS PHRASES
130336,THE '40s
130340,SO YOU WANT TO BE A FIREFIGHTER
130341,"THE ENDS IN ""X"" FILES"
130366,THE 4-Ts
130371,CONNECT THE DOTS
130398,NO. 1 HITMAKERS OF THE '70s
130399,SON OF WOOD
130400,AMPHIBIOUS INVASIONS
130401,"SPECIAL ""K""s"
130428,THE SPORTS ZONE
130430,"""TAR"" FOR THE COURSE"
130431,EUROPEAN ARTS AND ARTISTS
130432,WE MEAN BISMUTH
130457,CLASSIC MOVIE DUOS
130460,IT BORDERS FRANCE
130462,"""E"" FOR EFFORT"
130463,LANDING AT JFK
130489,GAME SHOW BIZ
130517,SUSHI CULTURE
130519,BIRD IS THE WORD
130521,HAVE I TOLD YOU PHILATELY
130522,THAT I LOVE YOU
130549,"CHECKING IN, CHECKING OUT"
130550,GET MOVING
130551,TREE PEOPLE
130552,AN ABBREVIATED CATEGORY
130579,EXCESS HOLLYWOOD
130580,NICE TO MEET YOU!
130581,ANAGRAMMED PAPAL NAMES
130582,OFFICIAL STATE CRITTERS
130583,"""ODE"" TO JOY"
130608,"""GREEN"" GEOGRAPHY"
130609,SINGING THE BLUES
130610,BLACK HOLES
130612,PURPLE PROSE
130639,WATER UNDER THE BRIDGE
130640,FILMS FROM COMIC BOOKS
130641,BOOK KNOWLEDGE
130644,SEEK
130670,TOUGH TUNES
130673,LITERARY GREAT ESCAPES
130674,YOU'VE BEEN EXILED
130701,"""M""ISCELLANY"
130703,EUROPEANA
130704,2007 BESTSELLERS
130705,WHAT A FAMOUS HORSE RACE!
130727,OPERA NAMES
130728,WAR OF THE WORLDS
130730,LAMPS
130731,DEATH
130732,IN VENICE
130755,TEAMS OF SUPER BOWL MVPs
130756,VETERAN-ARY MEDICINE
130758,POSTAL POTPOURRI
130759,REARRANGING WORDS
130785,1940s TELEVISION
130786,SENATE MAJORITY LEADERS
130788,WIEGHT FOR IT
130789,"""EX""CELLENT"
130813,LIT-POURRI
130815,WHAT'S ON CABLE?
130816,NEARLY USELESS INFORMATION
130818,HIS STORY
130843,THE WEST INDIES
130845,CIVIL ENGINEERING
130846,WILD THINGS
130847,NEW WORDS & PHRASES
130874,AD PEOPLE
130877,DEBT
130909,OXFORD CHITCHAT
130937,SEATTLE MEANS BUSINESS
130940,3-LETTER SPANISH WORDS
130966,GO TEAM!
130970,"THE END OF THE L""INE"""
130995,LIFE & LITERATURE
130997,I NEED SOME COFFEE!
131000,LET'S BREAK UP
131001,LET'S MAKE UP
131027,I'M NOT REALLY A SCIENTIST
131028,NEXT IN LINE
131059,SEE-ATTLE
131060,CUT & DRIED
131062,"THE ""SS"" WORD"
131087,COUNTRIES LED BY WOMEN
131088,DORM LIFE
131091,SCHOOL MOTTOES
131095,THEY ATTENDED UW
131116,ROYAL RESIDENCES
131119,STARS IN MUSIC VIDEOS
131121,BETWEEN WORLD WARS
131148,LIGHTS!  CAMERA!  ACTION MOVIE!
131149,FROM THE KORAN
131151,RATS!
131152,"""V"" SHALL SEE"
131177,HISTORIC TITLES
131180,"""IN"" THE BEGINNING"
131181,I PROTEST!
131183,MUSIC TO MY EARS
131208,DYLAN THOMAS
131238,POLITICAL NAMES
131239,ROCK ME
131240,2000 COMMENCEMENT SPEAKERS
131244,MONEY TALKS
131271,"OOH, A COMEDIAN"
131273,RELIGION 101
131274,"I ""PASS""ED!"
131299,BRITAIN'S NATIONAL PORTRAIT GALLERY
131301,TV 2K
131302,THIS DOES NOT COMPUTE
131309,THE SCHOOL OF HARD KNOCKS
131329,REVERSED DECISIONS
131331,VIBE
131332,BLOOD & GUTS
131333,BONE UP ON YOUR BONAPARTE
131359,COLLEGE SPORTS HISTORY
131360,WHERE IN THE WORLD IS SAN DIEGO?
131361,"""YOU"" TUBE"
131362,ALSO A MAGAZINE
131363,STATUE OF LIMITATIONS
131364,"ITOS, TITOS & FRITOS"
131390,WHERE IN THE WORLD IS DIEGO GARCIA?
131391,BEST PICTURE OSCAR WINNERS BY CHARACTERS
131392,THE EPA P3 EXPO
131393,ANIMALS EN ESPAÑOL
131394,WHEN PUSHKIN COMES TO SHOVE
131421,HOUSEHOLD NAMES
131422,ROCK STARS SELL OUT
131425,IT'S GREEK FOOD & DRINK TO ME
131426,"HAVE SOME ""FUN"""
131453,WOODWORKING
131454,LEADERS OF WORLD WAR II
131455,OPUS DAY
131456,"DOUBLE ""S"""
131482,THE WHITE STRIPES
131483,MY CHEMICAL ROMANCE
131484,"""FER""GIE"
131485,PINK
131486,THE KILLERS
131514,BAWDY BABES IN BOOKS
131516,IT HAPPENED IN SAN FRANCISCO
131517,"WE ""ONE"" YOU"
131542,SPANNING THE GLOBE
131545,SHAKESPEARE'S ENGLISH KINGS
131546,WHO'S RUNNING THIS OPERATION?
131547,ALSO ON YOUR PC KEYBOARD
131572,"HEY, GOOD LOOKING!"
131574,"THAT SOUNDS ""GREAT"""
131575,"BLIGH ME, CAPTAIN!"
131576,I'D LIKE TO Y A VOWEL
131577,MISSILES
131602,TV CELEBRITIES
131604,TARZAN MOVIE REVIEW
131605,COUNTRY OF BIRTH
131607,TALKING SHOP
131608,"LET'S BUILD AN ""ARK"""
131633,"U.S. ""C""ITIES"
131634,LITTLE LEAGUE
131635,ART-IFICIAL
131636,JUST PLANE FUN
131664,A CINEMATIC FEAST
131665,SUE SHE
131666,"HIGH ""T"""
131667,SOUL FEUD
131668,FISH FRY
131669,SMORGASBORD
131699,"THE ""M.E.""s"
131725,MR. X'S OBITUARY
131726,PRO SPORTS HALL OF FAME CITIES
131728,NEW IDEAS IN BUSINESS
131729,"GO OLD WEST, YOUNG MAN"
131755,BIT PARTS
131758,GROUCHY MARXISTS
131759,TAKE THE FIFTH
131786,MONTY PYTHON FOREVER
131787,FINISH THE PROVERB
131790,THE DEEP BLUE SEA
131815,GROUNDHOG DAY
131816,ENTERTAINING THE TROOPS
131818,MEDICAL SCHOOL
131820,"""CAN""NED WORDS"
131848,CLASSIC MUSICALS
131849,"TO A ""T"""
131850,LITTLE HOUSE
131865,ON THE PRAIRIE
131872,EXPLORING AFRICA
131874,"I HAVEN'T READ POE, BUT..."
131875,A FEW GOOD DOGS
131899,SHOW BIZ
131901,COLORFUL NAMES
131903,A MASQUE OF MASKS
131904,2-LETTER SPELLING
131905,REIGNING CATS & DOGS
131934,ANY PORT
131935,IN A STORM MOVIE
131961,50 YEARS AGO
131963,TV BY THE NUMBERS
131964,PLANT INFO
131965,"""IN"""
131966,LIKE A LION
131994,MOVIE HODGEPODGE
131995,"""OUT"""
131996,LIKE A LAMB
132022,ADMIRALS
132023,ROB THE REPORTER
132024,TV's SUPPORTING ACTORS
132025,POETRY POTPOURRI
132026,AD AGE
132052,"TENNESSEE, ANYONE?"
132053,"""MOORE"" OR ""LES"""
132054,THE ENGLISH MONARCH SPEAKS
132083,A REAL PRINCE
132084,FAMOUS ALMA MATERS
132086,EDs
132087,TAILS
132112,BANDS BY THE NUMBER
132115,HEADS
132139,THE IDES OF MARCH
132140,"MOV""ING"" PICTURES"
132143,THE NEW $20 BILL
132144,CURSES!
132168,MANHATTAN
132169,BANANAS
132170,EVERYTHING YOU ALWAYS WANTED TO KNOW ABOUT SEX
132171,INTERIORS
132172,MIGHTY APHRODITE
132173,RADIO DAYS
132201,TROUBLE
132202,RIGHT HERE IN RIVER CITY
132227,FIVE GUYS NAMED JOE
132228,"HOT FILMS, COOL FILMS"
132229,I REALLY DIG YOU (UP)
132253,SINGERS & THEIR MUSIC
132255,FILM CHARACTERS
132256,CONSUMER PRODUCTS
132259,"THE LUCK OF THE ""IRISH"""
132285,COLLEGE SPORTS NICKNAMES
132286,NAME THE PARENTS
132287,CROATIAN POTPOURRI
132288,CINDERELLA STORIES
132314,IRISH-BORN AUTHORS
132315,WHERE THINGS HAPPENED
132317,"ENGLISH ""T"""
132345,THE RED PLANET
132346,THE BLACK SEA
132347,THEY'VE GOT THE BLUES
132348,EAT A GREEN THING
132349,MR. OR MS. BROWN
132350,SORTA RHYMES WITH PURPLE?
132376,PRESIDENTIAL TRAVELS
132380,CLASSIC CINEMA QUOTES
132381,POPCORN
132409,POPES
132410,HIGH HOPES
132411,ISOTOPES
132435,SCIENTIFIC INVENTIONS
132437,THE 1970 TV SEASON
132440,NO. 32
132464,IN THE GOOD OLD SUMER TIME
132465,BRITISH BANDS & SINGERS
132466,THEY REST IN NEBRASKA
132467,"""AD""JECTIVES"
132491,DISNEYLANDS
132492,MUSEUM OF TELEVISION & RADIO
132494,SIX FLAGS
132496,"UNIVERSAL ""STUDIO""s"
132524,CANINE & FELINE FILM TITLES
132525,WRITERS' RHYME TIME
132550,CITY & STATE
132552,JEFF GOLDBLUM FILMS
132554,"""DAY"" OR ""NIGHT"""
132556,FEET
132581,TOWNS & CITIES
132584,"ENDS IN ""UM"""
132585,CEDERS
132586,SINAI
132612,NONFICTION PEOPLE
132613,WHAT A WEEK
132617,"""TOO"" MUCH"
132642,HISPANIC HISTORY
132643,THE LAST POPE OF THIS NAME
132644,"""IBLE""S & BITS"
132646,FUNNY FOR NOTHIN'
132647,CHICKENS FOR FREE
132672,19th CENTURY POLITICIANS
132675,TOURING EUROPEAN CAPITALS
132676,HOW IT'S DONE
132678,UNICEF
132703,MODERN CHINESE HISTORY
132707,AUSSIES
132733,BRITISH ACTORS
132735,CLASSIC ROCK OPENING LINES
132737,HAM LIT
132739,"OF ""DEN""MARK"
132765,THE SILENT SCREEN
132766,LET'S SEE WHAT'S OVER THERE
132767,FAMOUS FATHERS
132768,MISSING
132795,THE MASTERS
132797,ARNOLD
132798,NORMAN
132799,"""CHI"" CHI"
132800,SING!
132828,THE LEFTY WAY
132829,GIVING YOU THE BIRD
132830,THE SECRET OF NYM
132857,APOCALYPSE NOW: THE CATEGORY
132858,CHARACTERS WITH MIDDLE NAMES
132859,VALENTINE'S DAY CUISINE
132886,MILITARY AIRCRAFT
132888,NOW IN STORE
132890,EXITING GEORGE W. BUSH'S CABINET
132891,"""B"" HAPPY"
132917,WILL SMITH
132919,PARENTAL PAST LIVES
132947,THE NEW 7 WONDERS OF THE WORLD
132948,DESCRIBING THE PRESIDENT
132950,"UH-OH, OPERA"
132977,HOW INSPIRATIONAL
132980,CAPITAL IDEA
133009,THE JEFFERSON ADMINISTRATION
133010,"IT'S RAINING ""MN"""
133037,CHARACTERS IN BOOKS
133040,IT HAPPENS IN FEBRUARY
133043,"A, B, C, D THEN F"
133069,HIGH SCHOOL MUSICALS
133071,OFFICIAL CANADIAN PROVINCE THINGS
133072,VERY SUPERSTITIOUS
133098,THE ANIMAL WORLD
133099,CITIZENSHIP TEST
133129,U.S. GOVERNORS
133131,DOWN WITH THE SHIP
133132,SPECIAL FORCES
133134,"""I"""
133161,"WHEN YOU WERE A TEENAGER, ALEX"
133165,EVERYTHING FROM C TO D
133191,THE STARS ARE OUT ON BROADWAY
133194,A MILITARY CAREER
133195,"""YOUNG"""
133222,DON'T TOY WITH ME
133223,"""D"" IN MATH"
133226,VWLLSS FLWRS
133283,LET'S GET M*A*S*Hed
133284,VALUABLE PLACES
133286,THEATRE HODGEPODGE
133287,"""PRO""NOUNS"
133314,RHYMES WITH STONEHENGE
133315,QUEEN VICTORIA
133316,WE ARE AMUSED
133319,THE CAST OF THE TEN COMMANDMENTS
133340,RADIO STARS
133341,TOP O' THE STATE
133343,GANGSTERS
133344,YOU NEED TO BE PUNISHED
133369,REMEMBRANCE OF THINGS PROUST
133372,"RUSSIAN ""T"" ROOM"
133373,MUSICAL MUSICALS
133374,FIRST & LAST
133400,EASY
133401,THE BOZO NEWS
133402,HARD
133403,SPELL IT BACKWARDS
133404,19th CENTURY LITHUANIA
133459,POTPOURRI... NO FOOLIN'
133460,THE NORMANS
133464,HOLIDAY CLIP ART
133465,"ON THE ""DOUBLE"""
133490,NORMANS
133492,REALLY TOUGH CAPITAL CITIES
133494,BRUSH UP YOUR MARLOWE
133495,THE BIRTH OF WORDS
133521,MIA FARROW
133524,JOB BANK
133526,FIX THE SPOONERISM
133551,"ME, A PHARAOH"
133555,NAMES IN THE LAW
133584,WILD CRITTERS
133585,BOXING TERMS
133586,ROYs & ROGERs
133587,QUOTABLE DEFINITIONS
133614,SINGULAR NAMES
133615,"""ITZ"""
133640,U.S. PRESIDENTIAL ELECTION WINNERS
133641,CHARLES DARWIN
133642,"""RED"", ""WHITE"""
133643,BLUE & THE GRAY
133644,REGIS PHILBIN'S NY
133673,VANS
133674,MINIVANS
133699,U.S. GEOLOGY
133701,VIDEO-POURRI
133702,CINCINNATI
133705,ANAGRAMMED STATE CAPITALS
133730,20th CENTURY LIT
133732,HEY HEY WE'RE THE MOUNTIES!
133733,THE SOCIAL SCIENCES
133734,TOUGH FOOTBALL
133759,RELIGIOUS TERMS
133760,THE BAD OLD DAYS
133761,NATIONAL AIRLINES
133762,THE SONGS OF BACHARACH & DAVID
133764,MIDDLE NAME LEE
133765,(missing this category)
133790,THE BELA LUGOSI FILE
133791,U.S. U.N. REPS
133793,THE RAIN
133794,IN SPAIN
133821,MUSICAL STATES
133822,THE NAME ON THE LABEL
133825,IN PARIS
133850,"""SI"" THE WORLD"
133851,A WOMAN SCORNED
133853,THIS JUST IN...
133854,PUT A KIRK IN IT
133855,IN OTHER WORLDS
133883,FILM ROLES
133885,MODERN DESIGN
133912,HERE'S JOHNNY!
133942,"""NEWS""WEEK"
133943,PC WORLD
133946,LADIES HOME JOURNAL
133947,TV GUIDE
133972,CHARLEMAGNE
133974,TOUGH SHAKESPEARE
133976,BOBs & JEFFs
133977,LETTER AFTER F
134005,"EAT IT, WEAR IT OR PLAY IT"
134033,NAME THAT AMERICAN REVOLUTIONARY
134034,DESIGN SQUAD
134038,"""TEEN"" ENTERTAINMENT"
134063,SHAKESPEAREAN HEROINES
134064,AUSTRALIAN HISTORY
134065,WINTER SPORTS & GAMES
134066,THEY'RE OUR GODS
134069,AN ABBREV. CATEG.
134094,I'M GIDDY FOR GADGETS
134098,REALLY OLD MOVIES
134099,"NOT ONE, NOT 2, BUT 3 Os"
134125,HIGH SCHOOL
134127,THE GYM
134128,THE SCIENCE LAB
134129,CAFETERIA
134130,"""AFTER"" CLASS"
134157,3 CHEERS FOR CHEERLEADERS
134158,"WO""RR""DS"
134159,LET'S GO TO OHIO
134160,"NO, I'M GOING TO THE ZOO"
134186,THEM LITERATURE TYPE FACTS
134188,THE TOP TEEN LIST
134189,GAMERS UNITE!
134216,CLASS TRIP TO WASHINGTON
134221,IN THE SPANISH DICTIONARY
134249,WHAT'S FOR DESSERT?
134250,SOUTH PARK
134278,ARE YOU READY FOR SOME SOCCER?
134279,NERDS RULE!
134280,NAME THAT BOOK
134281,METAL
134307,U.S. GOVERNMENT HISTORY
134309,CHICK FLICKS
134310,5 BOTTLES OF BEER ON THE BOARD
134311,THE LOSING TICKET
134312,I'M BEING SENT TO KYRGYZSTAN
134313,"""O.L."""
134338,TENORS
134339,SONG TITLES -- NOW IN GERMAN
134343,THEY MEAN BUSINESS!
134368,BIBLICAL PLACE NAMES
134370,CALIFORNIA ROLE
134371,AUTO HAIKU
134372,LITERARY MOMMAS
134373,MADE TO MEASURE
134374,MERRIAM-WEBSTER'S NEW WORDS FOR 2007
134400,BOXER
134402,"4 LEGS GOOD, 2 LEGS BAD"
134403,OLD MAJOR
134404,"""SNOW"" BALL"
134429,1910s HISTORY
134432,MYTHS & MISSES
134434,ANIMAL BEHAVIOR
134460,CHARLES IN CHARGE
134462,1990s OBITS
134471,THEY WRITE THE SONGS
134489,AROUND THE PACIFIC
134492,LITERARY WEATHER
134493,GOING TO...
134494,THE DOGS
134518,ANCIENT ANIMALS
134519,DON'T TAKE THEM FOR GRANTED
134520,THE ADDAMS FAMILY
134522,GOING TO THE DOGE
134523,"I AM CURIOUS ""YELLOW"""
134546,"OH, DADDY!"
134548,ANIMAL ALBUM
134549,LITERARY SAN FRANCISCO
134575,SCI.
134576,"""FI"""
134577,LET'S FLY
134578,JAI ALAI
134579,EAT THAI
134580,CRY
134607,DISNEY FILMS BY SONGS
134608,SPORTS MEDICINE
134609,CHAMPAGNE FOR EVERYONE!
134610,ICELAND COMETH
134611,"""BIG"" STUFF"
134636,HER STORY
134638,WORLD OF KNOWLEDGE
134667,RUSSIAN HEADS OF STATE
134669,LET'S EAT ITALIAN!
134671,CANADIAN BORN
134672,"MANY ""COUNTRY""s"
134697,A CINEMATIC TRIP TO VEGAS
134699,WEATHER TERMS
134700,THE FATHERS OF...
134729,THE QUOTABLE JOHN ADAMS
